number of peaks:;354
number of valleys:;273
graphene surface area:;14595257.49510811

wrinkle ind;average height;middle height;middle width
47;41.247090737786095;41.35873528855847;142.26115416185306
48;40.47563639322916;40.634091955850295;67.99551541764866
49;40.41747445004111;40.371745267630914;171.7120153550296
50;41.15483763744213;40.826466248394695;52.83446626308603
51;40.37038225446428;40.613879817708344;20.88465654383461
52;41.156684705010775;41.146163983319255;54.46052126895913
53;40.892200195312505;40.49843494365986;104.42328271917305
54;41.16144855339973;40.51238303786058;20.88465654383461
55;41.75920194868607;42.196705424248414;181.34810027438004
56;40.66661775000001;41.44272874348958;129.75407017747781
57;40.4414920661695;40.371745267630914;29.53536452979491
58;40.00345142389113;40.538721705386514;195.02288646408405
59;40.94309070675872;40.79040847439236;79.25169939462903
60;40.58052566189236;40.79040847439236;96.16018008418763
61;41.361537133789064;41.146163983319255;41.76931308766922
62;40.18274130394346;40.538721705386514;80.34487792335126
63;41.25338579963235;40.91177922102549;142.87303291749672
64;40.793425074800524;41.26012362910404;706.0126024856464
65;40.93923363095238;40.538721705386514;86.10964488497716
66;40.41380944293478;40.613879817708344;100.59382680727113
67;40.85718170731707;41.26012362910404;507.8880536233909
68;41.55290134640958;42.536781430844904;135.99103083529732
69;41.68410152762277;41.02918465449893;206.32518650398436
70;41.30525294921875;41.50002911376953;77.0188077924704
71;40.429758789062504;40.538721705386514;159.87337585320614
72;42.3177704671224;42.196705424248414;197.9089824390577
73;40.40533397117821;40.688058673469385;47.62434430583223
74;41.60623921130952;41.50002911376953;62.65396963150383
75;41.21864439769071;41.86388184037642;20.88465654383461
76;41.35731583921371;40.91177922102549;79.80016060589998
77;40.8188632336128;40.764584073153415;50.296913403635564
78;40.70355172991072;40.764584073153415;88.60609358938473
79;41.179297509765625;41.52831871157786;121.41873046875
80;41.35038511214718;41.26012362910404;257.652679739196
81;41.80870677274816;41.52831871157786;20.88465654383461
82;42.10072493489583;41.3030797762784;234.24355908413975
83;41.988513488769534;41.26012362910404;149.73002497238886
84;41.85074133831521;41.3030797762784;155.4469552421273
85;41.58742715454102;42.27174451199384;225.70893881682989
86;41.57265387092753;42.0952100670856;514.458235184594
87;42.07122678222655;42.27174451199384;71.13057708092653
88;42.057364620535715;42.31266477614182;313.9652315839908
89;42.065500956632654;41.52947437869094;149.4384375
90;42.239113313008126;42.27174451199384;92.46031596040055
91;41.99374386160715;41.49927298620975;317.5566796875
92;42.51942394560619;42.78128668844289;222.00694430984476
93;42.210051855468755;42.07446702938988;134.70198723286765
94;41.32701552111036;41.413680636682244;280.3526921352796
95;41.91862826213431;41.413680636682244;186.0962358269031
96;42.64573936631943;42.27174451199384;112.078828125
97;42.153282046274036;42.0952100670856;487.10971058986286
98;42.13955752840909;42.61745190927934;269.4039744657353
99;42.76562352120536;42.31266477614182;357.97544138762606
100;42.1601332710598;42.34783791043931;75.30070003925022
101;41.56756505766369;41.82004002919824;67.99551541764866
102;42.679595530282064;42.56504120342549;38.5094038962352
103;42.65601012695313;42.56504120342549;47.62434430583223
104;42.23697620455229;42.493586163093504;170.43722403962104
105;42.188458135190224;42.31266477614182;219.8351923330199
106;41.50996983506945;41.49927298620975;210.7178015202096
107;42.2223720703125;42.31266477614182;41.76931308766922
108;42.60516690063476;42.34783791043931;50.296913403635564
109;42.3343678623917;42.34783791043931;311.73454449408786
110;41.79100344122024;42.34594923909504;189.11860848214425
111;42.13764249195772;42.94502901204427;86.10964488497716
112;41.74519555664062;41.49927298620975;33.67549680821691
113;42.967260195312505;42.61745190927934;72.94696925327324
114;42.439613336181644;42.07543485269202;66.04308282885754
115;41.67515729166667;41.49927298620975;138.84763033542873
116;43.136691273082384;42.78128668844289;149.73002497238886
117;42.76802087089342;42.576672078450514;71.13057708092653
118;41.84853416418652;41.82004002919824;177.7037614578397
119;42.494688771254594;42.493586163093504;33.67549680821691
120;42.53646247209821;42.25402750294306;271.018152926778
121;42.53400686353107;42.25402750294306;26.417233131543014
122;42.37078125;42.0952100670856;202.0529808493015
123;42.974368781717416;42.20348673930921;29.53536452979491
124;42.31214009232955;42.44564089133523;26.417233131543014
125;42.2937940528759;42.40490160900298;113.62481602641404
126;42.73040050330529;42.07543485269202;38.5094038962352
127;42.48417454892113;41.76648330965909;112.85446940841494
128;41.71815243252841;42.36508210784314;212.9825425033918
129;41.50023439492985;41.58282039388021;99.2845237907646
130;42.597785623301625;42.20348673930921;130.7586328125
131;42.40841254131612;42.204979595624025;1067.2856432446251
132;41.97151803588868;42.20348673930921;302.5032740393652
133;41.851803541100544;41.861196954752614;150.8907402109067
134;42.044914211467166;41.281677124023446;383.0498804073737
135;42.55286877111486;42.07543485269202;348.9675500729807
136;41.727246263586956;41.88228987630208;114.00803740450593
137;41.943975189208984;42.19571000744048;65.37931640625
138;41.44913064377029;41.57912523251488;54.46052126895913
139;41.5788662109375;41.88228987630208;75.30070003925022
140;41.88680707256612;42.30865564903846;140.40952007865351
141;42.2891314561632;41.281677124023446;281.59457060430896
142;41.19662037093997;41.281677124023446;96.16018008418763
143;41.512025661892366;41.61797482638889;74.71921875
144;41.72444978242762;41.669321389456776;37.359609375
145;42.100543339170244;41.76648330965909;28.01970703125
146;42.507674276815884;42.36508210784314;77.0188077924704
147;42.35801791629464;42.12767083333333;145.29478222348658
148;41.95497135416667;42.543652766927075;175.48083329568422
149;42.265572083938956;42.19571000744048;170.43722403962104
150;41.95924716796875;41.669321389456776;115.52821168870558
151;42.11353919566761;42.26686732066761;77.0188077924704
152;42.20395917038691;42.378448863636365;97.51144323204203
153;41.691032059151794;41.0667434640067;77.0188077924704
154;42.283663592998806;42.204979595624025;381.109218848954
155;41.747985353477326;42.63391326678241;29.53536452979491
156;42.47622121263586;42.12767083333333;28.01970703125
157;42.54045459905661;42.042706835937494;183.49996581809947
158;41.38085897972471;41.11252023061343;52.83446626308603
159;41.56879651849586;41.84426420132505;549.3895377927414
160;42.70652339920344;41.969905658143944;113.62481602641404
161;41.16316510009766;41.0667434640067;152.0425946389974
162;42.04290423177083;41.684984659476896;67.35099361643383
163;42.35491113281251;41.969905658143944;218.04221565095776
164;41.30040577274445;41.20210282939188;108.92104253791825
165;41.26705606617646;41.16084325143914;97.51144323204203
166;41.65886041559938;42.12767083333333;88.60609358938473
167;40.4264072265625;41.0667434640067;278.63607170249907
168;42.27696729329427;42.37517717715993;26.417233131543014
169;41.37841969209559;41.19158336292614;38.5094038962352
170;41.42814390092329;41.65715074403136;205.69001253957754
171;41.57847063450169;41.3059813861269;118.14145811917965
172;41.71920028211806;41.84426420132505;290.8896053781625
173;40.56034654396186;40.66848747996795;33.67549680821691
174;41.21365554547992;41.84426420132505;485.4054268453485
175;40.669484960937496;41.11252023061343;238.12172152916116
176;41.043321875;41.21368517543247;478.16286592295313
177;40.73130973084333;41.0667434640067;392.3870719974584
178;41.41712775127705;41.09097771139706;77.0188077924704
179;41.53187727864584;41.84426420132505;421.9527655899363
180;41.39122894394188;41.48056741536458;46.699511718749996
181;41.584872265625;41.41756213727678;101.02649042465075
182;42.29043906947545;42.37517717715993;163.38156380687735
183;41.214083226562494;41.20077159705529;67.35099361643383
184;41.33708860085227;41.07555222039473;74.71921875
185;40.55378450794271;40.855823374633786;406.90257611732227
186;41.660783231847425;41.55630885170991;54.46052126895913
187;41.58326273480711;41.65715074403136;366.28615475640083
188;41.66407936963848;41.20077159705529;91.9873700662559
189;41.58723806471355;41.65715074403136;424.83724190698933
190;41.93505930627894;42.03316982125946;230.67857124661558
191;41.95721135602679;41.6199132688337;368.4233368429098
192;42.3329334788603;41.567861429184426;112.46731742894946
193;41.78733479227702;41.7054248397679;273.4215533799489
194;40.81221831054688;40.855823374633786;321.6508325620704
195;40.65412674390662;40.900018332957;228.97052048301506
196;40.933640772298176;41.03204564336171;134.70198723286765
197;42.17117716334292;41.35062424407959;173.7322262092218
198;41.351543212578136;41.55630885170991;204.84005017419915
199;42.66045856152344;42.01042096656977;215.02069939686496
200;41.38204784319197;41.26568202097039;54.46052126895913
201;41.66690149283854;41.6199132688337;399.0008030294999
202;42.50851938121449;41.567861429184426;150.8907402109067
203;40.92456092797256;40.900018332957;191.6387737591775
204;41.32553667689733;41.26568202097039;138.84763033542873
205;42.22392252604167;41.567861429184426;178.43858373019316
206;41.245382522583014;41.527288067835364;93.86485686810298
207;42.23249718299279;42.01042096656977;195.02288646408405
208;40.76922176846591;41.26568202097039;67.99551541764866
209;40.25861296875001;40.18057840768915;168.37748404108456
210;40.76576907989758;41.057254504145405;163.114382002906
211;41.653771484375;42.19782671066811;192.547019481176
212;41.63636107673268;40.97066557173296;56.0394140625
213;42.18039115905762;42.19782671066811;86.10964488497716
214;41.30358699682203;41.057254504145405;115.52821168870558
215;42.544918125;42.01042096656977;245.1613173399345
216;42.74234755859375;42.072789434523806;79.80016060589998
217;42.40573127170139;42.19782671066811;54.46052126895913
218;41.32270241477273;41.49043012438323;177.21218717876945
219;41.374862286931815;41.49043012438323;243.01700806808282
220;42.21910166015625;42.09679602581521;54.46052126895913
221;41.54949600260416;41.49043012438323;207.37948660573414
222;41.65133250144675;41.49043012438323;29.53536452979491
223;41.63737824856506;41.71078717830882;28.01970703125
224;40.93653775111607;41.057254504145405;313.2698481575191
225;41.756981249999995;42.09679602581521;141.33836936971562
226;41.37254779575893;41.49043012438323;138.84763033542873
227;41.95141474184782;41.87564914153343;175.48083329568422
228;41.324254629629635;41.40126163848459;263.01403803237173
229;41.15000105569773;40.83970852120535;194.3507780211097
230;42.04032031249999;41.87564914153343;50.296913403635564
231;41.198650306919646;41.22373123779297;112.46731742894946
232;41.276900585937504;41.22373123779297;77.0188077924704
233;41.7203402815194;41.87564914153343;112.46731742894946
234;41.730521124588826;41.22373123779297;127.03640628298467
235;41.47060732660061;41.71078717830882;168.37748404108456
236;41.01786677631579;41.87564914153343;236.46744021512623
237;40.18950296456474;40.50068328957479;170.43722403962104
238;41.18907849868462;40.892694940082094;132.7449536130806
239;41.17075180288461;41.22373123779297;88.11246248618875
240;40.89932848510742;41.04671263586957;59.80455507252149
241;41.086626472131535;41.40126163848459;199.88263884634983
242;41.45117120481005;42.128738309151785;115.52821168870558
243;40.70118100210336;42.24266323002049;158.77833984375
244;41.63169180836396;41.00658937156593;606.0150130807092
245;40.810403263346345;40.83970852120535;59.80455507252149
246;40.8573635546875;41.699322364936435;219.8351923330199
247;42.0194533743351;42.128738309151785;175.48083329568422
248;41.4320945142663;42.24266323002049;315.07465282043125
249;41.572287895698054;41.33886833844865;255.10075801519466
250;41.97376226717715;41.22373123779297;231.05642337741116
251;41.13134766877003;41.00658937156593;301.20280015700087
252;41.707091759314906;42.02143441133721;225.90210011775065
253;42.137178063817764;41.33886833844865;326.7631276137547
254;42.353366455078124;42.02143441133721;183.9747401325118
255;42.36582868303571;41.00658937156593;704.4664296286841
256;41.60145315701844;41.20925918260261;154.60289313811552
257;41.39571388796542;41.00658937156593;125.30793926300765
258;41.76756853465545;41.699322364936435;20.88465654383461
259;42.34786547851563;41.699322364936435;196.36020192372928
260;42.54345551915323;42.19059618389423;59.80455507252149
261;42.69952122043919;42.19059618389423;84.57641287524858
262;42.499311837332584;42.176392037898935;46.699511718749996
263;42.164390811011906;41.00658937156593;644.45326171875
264;41.121985789331895;41.00658937156593;485.674921875
265;41.65577998621324;41.60814053622159;86.10964488497716
266;42.21363026703382;41.60814053622159;77.0188077924704
267;41.352911992187494;42.02143441133721;59.80455507252149
268;40.986020640980115;41.699322364936435;62.65396963150383
269;41.30954999457465;41.00658937156593;647.7611145736398
270;40.64086390269886;41.00658937156593;59.07072905958982
271;40.99263385275136;41.35353020662006;140.40952007865351
272;42.06434255907012;42.19059618389423;112.46731742894946
273;41.10033702256945;42.02143441133721;65.37931640625
274;40.81775110505756;41.699322364936435;127.03640628298467
275;41.008314479758525;41.09564074707031;54.46052126895913
276;40.569227207031254;41.174704075998044;103.16259325199218
277;41.7434802564538;41.349799316406255;163.38156380687735
278;41.523149367559526;41.60814053622159;91.9873700662559
279;40.39322117660985;41.44117062557444;56.81240801320702
280;41.36010000527872;41.174704075998044;13.208616565771507
281;40.94134676846591;41.699322364936435;177.45814453124999
282;40.46223432774698;41.174704075998044;197.9089824390577
283;42.1343714792352;42.176392037898935;201.18765361454226
284;41.156137304687505;41.09564074707031;132.08616565771507
285;41.227312174479174;40.95753983561198;41.76931308766922
286;41.4620799609375;41.09564074707031;131.09177636596806
287;40.75939908854166;41.955867280505956;231.99836133670303
288;40.72208879468513;41.35353020662006;66.04308282885754
289;40.94757511393229;41.08083134403936;172.21928976995432
290;41.65609130859375;41.83939584748641;135.99103083529732
291;41.40561222593246;41.7692542489035;221.4167608705857
292;41.8445029296875;42.042250952743906;99.2845237907646
293;41.67216096265388;42.126360493093294;46.699511718749996
294;41.85129309612772;40.462526201923076;419.5685397474501
295;42.60553817274305;42.19059618389423;401.72438961675635
296;41.91946736934268;41.79129858398437;71.13057708092653
297;42.852026562499994;41.813426504629625;150.8907402109067
298;41.62865671164773;41.14375085189495;47.62434430583223
299;42.3113687890625;41.79129858398437;119.60911014504298
300;42.02922695974576;41.79129858398437;103.16259325199218
301;41.640262238533275;41.174704075998044;356.02061207746544
302;41.833806562499994;41.7692542489035;140.09853515625
303;41.68313479275174;41.71773416841947;99.2845237907646
304;41.101831439393926;41.14375085189495;47.62434430583223
305;41.95523162286932;42.16213816034226;28.01970703125
306;41.664460902501816;41.60097799457319;62.65396963150383
307;41.048465529983105;40.96460763704978;75.30070003925022
308;41.656901035156245;41.236626584610846;186.79804687499998
309;41.90466370927527;42.1291782421875;59.07072905958982
310;41.78337854386295;42.16213816034226;71.13057708092653
311;42.390868470435045;41.78583844191029;133.72705050628792
312;42.63621980168269;41.60846891882275;38.5094038962352
313;42.61067953330592;42.610877664448296;54.46052126895913
314;41.07079329427083;41.1823095296224;83.53862617533844
315;40.68746351453993;40.96460763704978;106.4912712516959
316;40.90088615914677;40.77197821769067;190.49737722332893
317;42.406439658717105;42.610877664448296;166.29223350980465
318;41.52996657017299;41.236626584610846;77.0188077924704
319;42.352596054344836;42.610877664448296;313.9652315839908
320;41.41312406475361;41.70637781479779;124.60983946205869
321;41.96879606584822;42.126360493093294;88.11246248618875
322;41.95310034179688;41.9624957570043;96.16018008418763
323;41.199757196180556;41.28747349330357;95.24868861166446
324;41.44509730113636;41.21860171213458;67.35099361643383
325;42.47387473060344;42.256934882812494;121.41873046875
326;41.77259215009973;41.32572973632813;141.33836936971562
327;40.23272034801136;40.740817384982634;150.8907402109067
328;40.236569313557936;40.40387741406249;79.80016060589998
329;42.064988845136085;42.256934882812494;77.0188077924704
330;40.35291615545099;41.60846891882275;653.7931640625
331;41.53641737328506;41.32599246152052;212.9825425033918
332;41.13570431181065;41.33749296885172;54.46052126895913
333;40.38345910993305;40.40387741406249;88.60609358938473
334;41.02687749023438;41.20574996692289;221.4167608705857
335;41.39051469938859;41.180933919270835;50.296913403635564
336;41.83891706229968;41.85034615265376;174.48377503649036
337;41.51778421484375;41.34298254801432;75.30070003925022
338;41.224578548177085;41.20574996692289;181.34810027438004
339;42.303200020032044;42.218957443576386;241.0346337700538
340;40.475449684495196;40.40387741406249;122.84723526317596
341;42.425024943033854;42.218957443576386;79.80016060589998
342;41.9666024983724;41.85034615265376;101.02649042465075
343;40.944369290865396;41.22922167245371;153.18578813885327
344;42.122660982572114;41.85034615265376;108.92104253791825
345;40.92602488754735;40.588915727664265;100.59382680727113
346;41.30619224811422;41.20574996692289;405.5066798039621
347;41.365963911576706;40.43230259195963;142.56742180194362
348;42.42169401041666;41.85034615265376;165.23974044556064
349;41.372641945430864;40.873538506915125;242.29802126141985
350;40.65726953125;40.275706348832834;93.39902343749999
351;41.26524186197917;41.36677914151279;191.6387737591775
352;41.23506453022204;41.29002451578776;97.51144323204203
353;40.293723293138584;40.275706348832834;207.37948660573414
